RegionID,Year,Q1,Q2,Q3,Q4,Lat_Long_Metric_normalized
394297,2000,0.1863703929150826,0.18642762901662657,0.18621731433503436,0.1856689041438658,0.3467544826476807
394297,2001,0.1850246244633246,0.18487621700335102,0.1847282488005504,0.18444745482015223,0.3467544826476807
394297,2002,0.18425834044225248,0.18411459437201386,0.18402021803550025,0.18368601952229688,0.3467544826476807
394297,2003,0.18331640174181218,0.18314211506562292,0.18273581769788258,0.18208589359276484,0.3467544826476807
394297,2004,0.18159503761755114,0.1812663119931699,0.17877397355016034,0.17301149554341558,0.3467544826476807
394297,2005,0.16751115347430587,0.16286022313207205,0.15568625299542088,0.15080612135542085,0.3467544826476807
394297,2006,0.14736457514018214,0.1454472090649306,0.14591537520144435,0.14808113566888875,0.3467544826476807
394297,2007,0.14657449277170595,0.1460438484618089,0.14715766303325228,0.14914541575904355,0.3467544826476807
394297,2008,0.15449715553560647,0.16163002125595072,0.16418038973633442,0.1649384461042944,0.3467544826476807
394297,2009,0.16541957447996772,0.16668284044479653,0.16751700882343853,0.1683758945025489,0.3467544826476807
394297,2010,0.16850197979140055,0.1682987319611876,0.16930319334337632,0.17095691085734374,0.3467544826476807
394297,2011,0.17133030725840237,0.17114382647645698,0.17153842598789154,0.1727277211878825,0.3467544826476807
394297,2012,0.1733940825267765,0.1768329312540088,0.1815937821760371,0.1843966714121116,0.3467544826476807
394297,2013,0.1890393331639469,0.1867451905110905,0.17733951030190198,0.168565540690307,0.3467544826476807
394297,2014,0.16269116484475102,0.16067580557947653,0.15768598965335756,0.14932275287266783,0.3467544826476807
394297,2015,0.14137477330109172,0.1374455183366215,0.13253659163247955,0.12676366692608507,0.3467544826476807
394297,2016,0.12414108455757591,0.12515435402452907,0.12904308490168265,0.13337748795773638,0.3467544826476807
394297,2017,0.13008157755313796,0.12447995222527622,0.12319544523427406,0.12304421501332176,0.3467544826476807
394297,2018,0.11452701388962543,0.10076452873339942,0.09587974669852543,0.09384187672164739,0.3467544826476807
